snapshot-date	Marketplace	sku	fnsku	ASIN	product-name	condition	avaliable-quantity(sellable)	qty-with-removals-in-progress	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	qty-to-be-charged-ltsf-6-mo	projected-ltsf-6-mo	qty-to-be-charged-ltsf-12-mo	projected-ltsf-12-mo	units-shipped-last-7-days	units-shipped-last-30-days	units-shipped-last-60-days	units-shipped-last-90-days	alert	your-price	sales_price	lowest-price-new	lowest-price-used	Recommended action	Healthy Inventory Level	Recommended sales price	Recommended sale duration (days)	Recommended Removal Quantity	Estimated cost savings of removal
2018-08-07	amazon.es	CS-LY084-H2-XL	X000PZT35B	B06XPX3S3M	Mocotono Manga Larga Camisa Botón de Abajo Algodón Escocés Casual	New	8	0	1	0	7	0	0	EUR	7	EUR 11.48	0	EUR 0.0	0	0	0	0	Low traffic	EUR 18.68	EUR 18.68	EUR 18.68	EUR 0.0	Advertise listing	4	18.68	0	0	162.602421
2018-08-07	amazon.es	YZ-BS-PW2037-K0-L	X000NOX80Z	B06WV9TKRV	Summer Mae Mujer Conjuntos De Bikini Elástico Floral Acolchado Con Tejer	New	2	0	2	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	1	1	Low conversion	EUR 14.99	EUR 14.99	EUR 14.99	EUR 0.0	Update inventory settings for:	1	14.99	0	0	0.0
2018-08-07	amazon.co.uk	CS-LY084-H2-S	X000PZ8LGN	B06XPTR7CR	Summer Mae Men's Long Sleeve Button Down Cotton Plaid Casual Shirts	New	6	0	1	0	1	4	0	GBP	5	GBP 7.9	0	GBP 0.0	0	0	0	0	Low traffic	GBP 29.99	GBP 15.99	GBP 15.99	GBP 0.0	Edit listing	0	15.99	0	0	132.615263
2018-08-07	amazon.it	RE-YZ-BEWS32-ZL-L	B07CM1S16H	B07CM1S16H	Summer Mae Costume Costumi da Bagno Donna Monokini Un Pezzo Collo Alto V-Collo Pieghe di Griglia,Blu Navy,L	New	3	0	3	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	1	1	Low traffic	EUR 29.98	EUR 29.98	EUR 29.98	EUR 0.0	Advertise listing	4	29.98	0	0	0.0
2018-08-07	amazon.fr	YZ-BE5506-ZL-XS	B07CKT5ZQB	B07CKT5ZQB	Summer Mae Femme Tankini Style Débardeur avec Rayures Horizontal Bleu Marine à Rayures Blanches XS	New	5	0	5	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low traffic	EUR 21.98	EUR 21.98	EUR 21.98	EUR 0.0	Advertise listing	3	21.98	0	0	1.075786
2018-08-07	amazon.co.uk	XZ-WHBH004-P0-3839	X000R01IN9	B075D4X29W	Summer Mae Women's Indoor Slipper Boots With Star Cartoon Printed and Pom Poms, Pink, 5-6 UK	New	4	0	4	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low traffic	GBP 16.5	GBP 16.5	GBP 16.5	GBP 0.0	Advertise listing	4	16.5	0	0	0.0
2018-08-07	amazon.it	XZ-WH6606-C0-39	X000R0WAYP	B07541K287	Summer Mae Donna Mocassino Classico Pantofole in Pelliccia	New	1	0	0	1	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low traffic	EUR 20.99	EUR 20.99	EUR 20.99	EUR 0.0	Advertise listing	1	20.99	0	0	0.0
2018-08-07	amazon.es	RE-YZ-BELK185-K0-M	B07CM1S154	B07CM1S154	Summer Mae Traje de Baño una Pieza Sexy Pin up Para Mujer	New	2	0	0	2	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low traffic	EUR 38.0	EUR 38.0	EUR 38.0	EUR 0.0	Advertise listing	4	38.0	0	0	0.0
2018-08-07	amazon.es	CS-LY170-LG907-M	X000PYPAIV	B073PP2K9L	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	10	0	10	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	1	2	Low conversion	EUR 14.9	EUR 14.9	EUR 14.9	EUR 0.0	Edit listing	8	14.9	0	0	35.911378
2018-08-07	amazon.co.uk	LYQ-BS4600-G0-S	X000NJNHAL	B01N0HHU7Y	Summer Mae Women's Long Sleeve Striped Shirt Back Lace Blouse Tunic Grey S	New	1	0	1	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low traffic	GBP 23.99	GBP 13.6	GBP 13.6	GBP 0.0	Lower Price	0	0.0	0	0	0.0
2018-08-07	amazon.it	CS-LY084-H10-XXL	X000PZATP9	B06XPQSTPS	Summer Mae Uomo Camicia Casuale In Cotone A Manica Lunga A Quadri	New	9	0	3	1	5	0	0	EUR	5	EUR 12.67	0	EUR 0.0	0	0	0	0	Low traffic	EUR 18.68	EUR 18.68	EUR 18.68	EUR 0.0	Advertise listing	0	18.68	0	0	242.08712200000002
2018-08-07	amazon.it	WQS-BN-1503-WO-2XL	B0788MSRBP	B0788MSRBP	Polo T-Shirt Maniche Lunghe in Cotone con Colletto Uomo, 2XL Bianco	New	5	0	5	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low traffic	EUR 22.99	EUR 22.99	EUR 22.99	EUR 0.0	Advertise listing	4	22.99	0	0	21.443001
2018-08-07	amazon.it	MY-SB019-RD-XL	B077XGQHSM	B077XGQHSM	Maglione Dritto Scollo a V con Stampa Geometrica Maniche Lunghe Uomo, XL Rosso	New	4	0	0	2	2	0	0	EUR	2	EUR 2.21	0	EUR 0.0	0	0	0	0	Low traffic	EUR 6.2	EUR 6.2	EUR 6.2	EUR 0.0	Advertise listing	3	6.2	0	0	95.223505
2018-08-07	amazon.es	LYQ-BS-LS06-E0-M	X000R8Q8GN	B0761VFSR7	Summer Mae Vestido Elegante Corto Mangas Largas Cuello Alto con Encaje Mujer	New	3	0	0	0	3	0	0	EUR	3	EUR 2.81	0	EUR 0.0	0	0	0	0	Low traffic	EUR 30.0	EUR 30.0	EUR 30.0	EUR 0.0	Edit listing	1	5.2	0	0	63.618727
2018-08-07	amazon.de	EUTK-J01H-SH-4T	X000RCMVTH	B075TYVV6Q	Teenking Jungen Jacket Kinderjacke Mantel Fleece Funktionsjacke	New	2	0	0	0	0	2	0	EUR	2	EUR 2.47	0	EUR 0.0	0	0	0	0	Low traffic	EUR 23.99	EUR 23.99	EUR 23.99	EUR 0.0	Edit listing	0	23.99	0	0	25.815541
2018-08-07	amazon.fr	MY-LYPoint021-GN-XL	B0787WKVPV	B0787WKVPV	Mocotono Pull en Maille Uni Col V Manche Longue pour Homme XL Vert	New	1	0	1	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	1	Low conversion	EUR 22.99	EUR 22.99	EUR 22.99	EUR 0.0	Edit listing	0	22.99	0	0	25.629237
2018-08-07	amazon.co.uk	CS-LY166-K33-1-S	X000R5B7GH	B0711XBBFZ	Mocotono Men's Casual Long Sleeve Regular Fit Flannel Plaid Button Down Western Shirts Red and Navy Small	New	4	0	0	0	0	4	0	GBP	4	GBP 5.76	0	GBP 0.0	0	0	0	0	Low conversion	GBP 16.99	GBP 16.99	GBP 16.99	GBP 0.0	Create Sale	0	13.59	63	0	59.719135
2018-08-07	amazon.de	MY-WH7624-BG-S	X000R2EWQ7	B075FR6QJ2	Summer Mae Damen Kalte Schulter Strick Pullover Sweatershirt Beige S	New	5	0	0	0	5	0	0	EUR	5	EUR 6.65	0	EUR 0.0	0	0	0	0	Low traffic	EUR 10.0	EUR 10.0	EUR 10.0	EUR 0.0	Edit listing	3	11.0	7	0	106.475862
2018-08-07	amazon.co.uk	YZ-BS-HE9007Sa1L	X000NJJWFP	B015QZNXXO	Summer Mae Women's Bowknot Printing Skirt Spa Swimsuit Bathing Swimwear Sapphire Blue XS	New	14	0	14	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low conversion	GBP 16.99	GBP 16.99	GBP 16.99	GBP 0.0	Create Sale	0	11.31	364	0	292.204614
2018-08-07	amazon.co.uk	WY-SB017-BK-S	B078NMB32N	B078NMB32N	Mocotono Men's Long Sleeve Hoodie Pullover Solid Color Casual Sweatshirt Black Small	New	2	0	0	1	1	0	0	GBP	1	GBP 3.36	0	GBP 0.0	0	0	0	0	Low traffic	GBP 24.99	GBP 24.99	GBP 24.99	GBP 0.0	Advertise listing	1	24.99	0	0	71.449869
2018-08-07	amazon.co.uk	LYQ-BS-MX02-R0-M	X000R8PV0R	B0761T4QQD	Summer Mae Women Casual Tunic Dress Long Sleeve Bell-Sleeve Flare Dress Red M	New	5	0	0	0	5	0	0	GBP	5	GBP 2.76	0	GBP 0.0	0	0	0	0	Low traffic	GBP 14.99	GBP 14.99	GBP 14.99	GBP 0.0	Advertise listing	3	14.99	0	0	32.062817
2018-08-07	amazon.es	XZ-BS-013GR2-S	X000QPNY9L	B01M0CR4EK	Summer Mae Zapatillas de casa Invierno Suaves Peluche Caliente Mujer	New	3	0	0	3	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low traffic	EUR 12.99	EUR 12.99	EUR 12.99	EUR 0.0	Advertise listing	3	12.05	91	0	16.954389
2018-08-07	amazon.fr	LYQ-BS-K1010-R0-S	X000O1IMMV	B06XZ4THHH	Summer Mae Femme A-Ligne Robe Unie Décontractée Aux Manches Longues De Dentelles Rouge S	New	1	0	1	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low conversion	EUR 16.99	EUR 16.99	EUR 16.99	EUR 0.0	Update inventory settings for:	2	16.99	0	0	0.0
2018-08-07	amazon.co.uk	EUTK-J01H-GR-14/16	X000RCK9KZ	B075TWL64T	Teenking Boy's Fleece Outdoor Jacket 14-15 Years	New	2	0	0	0	2	0	0	GBP	2	GBP 2.49	0	GBP 0.0	0	0	0	0	Low traffic	GBP 13.99	GBP 13.99	GBP 13.99	GBP 0.0	Advertise listing	0	13.99	0	0	28.954979
2018-08-07	amazon.it	TX-55554-KO-4XL	B078NKV6N1	B078NKV6N1	Maglia T-shirt Tinta Unita Manica Corta in Cotone Uomo L Nero	New	10	0	5	0	5	0	0	EUR	5	EUR 2.5	0	EUR 0.0	0	0	0	0	Low traffic	EUR 12.99	EUR 12.99	EUR 12.99	EUR 0.0	Advertise listing	9	12.99	0	0	55.852956
2018-08-07	amazon.co.uk	CS-BESB032-NB-L	B07C3Q43WW	B07C3Q43WW	Men's Short Sleeve Floral Print Button Down Casual Shirt Navy Large	New	2	0	2	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low conversion	GBP 24.85	GBP 24.85	GBP 24.85	GBP 0.0	Update inventory settings for:	0	0.0	0	0	0.0
2018-08-07	amazon.fr	MY-EU1925-E0-2XL	X000REAUTD	B07648KG14	Summer Mae Femme V-Col Robe En Tricot A Manches Longues	New	1	0	0	1	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	1	2	Low conversion	EUR 30.0	EUR 30.0	EUR 30.0	EUR 0.0	Create Sale	1	6.2	0	0	0.0
2018-08-07	amazon.it	BS-WHBH1704-K0-L	X000Q0093P	B0734T5SPK	Summer Mae Costumi da bagno Premaman Maternità Tankini Imbottite da Donna Nero L (EU 38-40)	New	2	0	2	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	1	2	11	23	Low conversion	EUR 36.99	EUR 18.99	EUR 18.99	EUR 0.0	Update inventory settings for:	0	0.0	0	0	0.0
2018-08-07	amazon.fr	WY-SB017-BK-XXL	B078NC65SZ	B078NC65SZ	Sweat-Shirt Casual Uni à Capuche Hoodie Manche Longue pour Homme XXL Noir	New	2	0	0	0	2	0	0	EUR	2	EUR 6.68	0	EUR 0.0	0	0	0	0	Low traffic	EUR 26.99	EUR 26.99	EUR 26.99	EUR 0.0	Advertise listing	0	26.99	0	0	68.436204
2018-08-07	amazon.de	YZ-BEYF181-PI-XXL	B07BN98371	B07BN98371	Summer Mae Schwangerschafts Tankini/Neckholder/Umstands-Bademode/Drucken/V-Neck Rosa XXL	New	9	0	9	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	1	2	2	5	Low conversion	EUR 21.0	EUR 21.0	EUR 21.0	EUR 0.0	Update inventory settings for:	10	21.0	0	0	0.0
2018-08-07	amazon.es	MY-WH7624-G7-S	X000R2FF95	B075FQWK7C	Summer Mae Jersey Básico - sin Hombro Escote en V Mujer	New	5	0	0	0	5	0	0	EUR	5	EUR 6.67	0	EUR 0.0	0	0	0	0	Low traffic	EUR 30.0	EUR 30.0	EUR 30.0	EUR 0.0	Edit listing	4	6.2	0	0	76.890863
2018-08-07	amazon.fr	CS-SB030-WT-S	B078VZD77Q	B078VZD77Q	Chemise Unie à Manches Courtes Regular Fit Poche Poitrine pour Homme, S Blanc	New	3	0	2	0	1	0	0	EUR	1	EUR 0.83	0	EUR 0.0	0	0	2	2	Low conversion	EUR 18.5	EUR 18.5	EUR 18.5	EUR 0.0	Edit listing	2	18.5	0	0	53.818093
2018-08-07	amazon.co.uk	YZ-BE5129-G0YH-3XL	B07CLV1RWJ	B07CLV1RWJ	Summer Mae Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Yellow Floral UK 18-20	New	1	0	1	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0				GBP -1.0	GBP -1.0	Edit listing	0	0.0	0	0	0.0
2018-08-07	amazon.fr	EUTK-J02H-SH-7	X000RCMXJP	B075TW9HWJ	Blouson Garçon Zippée Capuche Doublée Polaire Agé 8 ans Gris foncé	New	1	0	0	0	1	0	0	EUR	1	EUR 1.23	0	EUR 0.0	0	3	3	3		EUR 12.0	EUR 12.0	EUR 12.0	EUR 0.0	Update inventory settings for:	1	12.0	0	0	0.0
2018-08-07	amazon.co.uk	MY-WH7672-W0-M	X000R2XEXT	B075FQYBRW	Summer Mae Women's Cold Shoulder Knitted Pullover Sweater Top M White	New	2	0	0	0	1	1	0	GBP	2	GBP 3.05	0	GBP 0.0	0	0	0	0	Low traffic	GBP 16.99	GBP 16.99	GBP 16.99	GBP 0.0	Advertise listing	1	16.99	0	0	36.025413
2018-08-07	amazon.es	LYQ-BS-ZQ2973-BD-S	X000NKRYDL	B01N53S3NF	Summer Mae Mujer Alinear Vestido De Punto	New	9	0	0	9	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low conversion	EUR 16.99	EUR 16.99	EUR 16.99	EUR 0.0	Create Sale	1	15.3	182	0	200.076532
2018-08-07	amazon.de	YZ-BS-BSLLK0M	X000PLRHFD	B06XFWP9YY	Summer Mae Damen Retro Bademode Neckholder Push up Badekleid Einteiler mit Röckchen	New	1	0	1	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low conversion	EUR 40.0	EUR 15.99	EUR 15.99	EUR 0.0	Update inventory settings for:	1	15.99	0	0	0.0
2018-08-07	amazon.fr	MY-SB015-LG-L	X000RHEPYL	B076J833CD	Mocotono Pull Uni Hiver de Laine Col Rond Manche Longue pour Homme	New	6	0	0	0	2	4	0	EUR	6	EUR 17.11	0	EUR 0.0	0	0	0	0	Low traffic	EUR 18.98	EUR 18.98	EUR 18.98	EUR 0.0	Advertise listing	2	18.98	0	0	269.680605
2018-08-07	amazon.es	BS-WH17015-SZ-L	X000Q0JHUL	B072N7W1XB	Summer Mae Traje de baño Elegante Adelgazante Una Pieza Push up para Mujer	New	5	0	5	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	1	1	2	2		EUR 18.99	EUR 18.99	EUR 18.99	EUR 0.0	Edit listing	4	18.99	0	0	29.956849
2018-08-07	amazon.es	MY-LYRound020-BL-M	B0787SYKQQ	B0787SYKQQ	Mocotono Jersey Classique - Regular Fit Cuello Redondo Hombre, M Azul real	New	1	0	0	1	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	1	Low conversion	EUR 24.5	EUR 24.5	EUR 24.5	EUR 0.0	Edit listing	0	24.5	0	0	20.189426
2018-08-07	amazon.fr	LYQ-BS-K1010-G0-L	X000NICQR7	B01MQPQDX8	Summer Mae Femme A-Ligne Robe Unie Décontractée Aux Manches Longues De Dentelles Vert L	New	23	0	0	6	17	0	0	EUR	17	EUR 20.5	0	EUR 0.0	0	0	0	0	Low conversion	EUR 35.0	EUR 16.99	EUR 16.99	EUR 0.0	Edit listing	5	16.99	0	0	384.494913
2018-08-07	amazon.es	LYQ-BS-ZQ2973-G7-XL	X000NI6SHL	B01N0VKL1W	Summer Mae Mujer Alinear Vestido De Punto	New	15	0	0	15	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low conversion	EUR 16.99	EUR 16.99	EUR 16.99	EUR 0.0	Edit listing	8	16.99	0	0	437.207727
2018-08-07	amazon.de	LYQ-BS-ZQ2973-K0-M	X000NKRY4Z	B01N1X2E3G	Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm	New	7	0	1	6	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	2	4	5	Low conversion	EUR 6.99	EUR 6.99	EUR 6.99	EUR 0.0	Update inventory settings for:	7	6.99	0	0	0.0
2018-08-07	amazon.es	CS-LY181-G912-L	X000PYEMYJ	B073PPLXB3	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	3	0	3	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	1	2	2	Low conversion	EUR 18.99	EUR 18.99	EUR 18.99	EUR 0.0	Update inventory settings for:	3	18.99	0	0	0.0
2018-08-07	amazon.de	LYQ-BS-CS04-GR-S	X000R8QBL5	B0761TZYSS	Summer Mae Damen Langarm Casual Lose T Shirt Kleid mit Taschen Grau, S (EU 34-36),Grau 1	New	6	0	0	1	4	1	0	EUR	5	EUR 5.44	0	EUR 0.0	1	1	1	1	Low conversion	EUR 9.99	EUR 9.99	EUR 9.99	EUR 0.0	Create Sale	5	9.22	7	0	107.295998
2018-08-07	amazon.co.uk	MY-EU1925-E0-L	X000RE5Z43	B0764B9NNG	Summer Mae Women Sexy V Neck Oversized Knitted Patchwork Casual Pullovers Sweater Khaki L	New	2	0	0	0	0	2	0	GBP	2	GBP 4.38	0	GBP 0.0	0	0	0	1	Low traffic	GBP 5.99	GBP 5.99	GBP 5.99	GBP 0.0	Advertise listing	0	5.46	7	0	42.585727
2018-08-07	amazon.co.uk	BS-WH16032-P0-M	X000QNCSS1	B072JM723Q	Summer Mae Women's Tank Ruched Tummy Control One Piece Swimsuit	New	11	0	10	1	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low traffic	GBP 15.88	GBP 15.88	GBP 15.88	GBP 0.0	Advertise listing	7	15.88	0	0	2.292524
2018-08-07	amazon.es	YZ-BS-JG2631R0M	X000NHHSF3	B01IOEHNK8	Summer Mae Mujer Traje De Baño De Una Pieza Rayado Delgado	New	1	0	1	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low traffic	EUR 13.7	EUR 13.7	EUR 13.7	EUR 0.0	Advertise listing	0	0.0	0	0	0.0
2018-08-07	amazon.es	MY-LYRound020-GN-XL	B0787QDCXY	B0787QDCXY	Mocotono Jersey Classique - Regular Fit Cuello Redondo Hombre, XL Verde	New	1	0	0	1	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low conversion	EUR 24.5	EUR 24.5	EUR 24.5	EUR 0.0	Edit listing	0	24.5	0	0	20.189426
2018-08-07	amazon.it	BS-PW2025-K0-3XL	X000OMAM2D	B06W54R1BX	Summer Mae Bandeau Push Up Costume da bagno Intero Floreale da Donna	New	1	0	1	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	1	1	Low traffic	EUR 22.99	EUR 22.99	EUR 22.55	EUR 0.0	Advertise listing	0	0.0	0	0	0.0
2018-08-07	amazon.es	XZ-BS-WH771-GR-37	X000QHX1YR	B01MZ3H0X3	Summer Mae Mujer Zapatillas Abierta de Piel Super Cool y Suave	New	1	0	0	1	0	0	0	EUR	1	EUR 0.86	0	EUR 0.0	0	0	0	0	Low traffic	EUR 30.0	EUR 30.0	EUR 30.0	EUR 0.0	Edit listing	0	6.8	0	0	10.034114
2018-08-07	amazon.fr	CS-LY166-K73-1-M	X000R4SDXX	B07149VLDC	Mocotono Chemise en Flanelle à Carreaux Casual Poche Col Boutonnés pour Homme Rouge/Noir M	New	2	0	2	0	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low conversion	EUR 20.99	EUR 20.99	EUR 20.99	EUR 0.0	Edit listing	0	20.99	0	0	50.124197
2018-08-07	amazon.co.uk	RE-YZ-BELK185-K0-M	B07CM1S154	B07CM1S154	Summer Mae Women's One Piece Swimsuit Solid Color Hollow Out Swimming Costume Black M	New	2	0	0	2	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low traffic	GBP 36.99	GBP 26.99	GBP 26.99	GBP 0.0	Advertise listing	4	26.99	0	0	0.0
2018-08-07	amazon.fr	CS-LY171-PI908-M	X000PYEMPD	B073PPNMZS	Mocotono Chemise Unie Décontractée à Manches Longues Regular Fit avec Poche pour Homme, Rose, M	New	1	0	0	1	0	0	0	EUR	0	EUR 0.0	0	EUR 0.0	0	0	0	0	Low conversion	EUR 18.99	EUR 18.99	EUR 18.99	EUR 0.0	Update inventory settings for:	1	18.99	0	0	0.0
2018-08-07	amazon.it	LYQ-BS-K1010-G0-XL	X000NI8TLJ	B01N1LZPE7	Summer Mae Donna A-linea Vestito Comodo Di Cotone Con Pizzo Verde XL	New	38	0	1	6	31	0	0	EUR	32	EUR 21.4	0	EUR 0.0	0	0	0	0	Low conversion	EUR 15.98	EUR 15.98	EUR 15.98	EUR 0.0	Edit listing	5	15.98	0	0	443.634456
2018-08-07	amazon.co.uk	YZ-BEC19P-OR-M	B07CN1SYBB	B07CN1SYBB	Summer Mae Women's Two Pieces Bikini Set Twist Halter Bandeau Orange M	New	7	0	7	0	0	0	0	GBP	0	GBP 0.0	0	GBP 0.0	0	0	0	0	Low conversion	GBP 22.0	GBP 18.99	GBP 18.99	GBP 0.0	Update inventory settings for:	9	18.99	0	0	0.0
2018-08-07	amazon.fr	XZ-BS-ZQCB3056-B0-24	X000QPTJGD	B01N77WSH0	Summer Mae Femme Chaussons Dessin Chat Super Chaud - Bleu - Taille 35 EU	New	4	0	0	0	0	4	0	EUR	4	EUR 7.18	0	EUR 0.0	0	0	0	1	Low traffic	EUR 18.99	EUR 18.99	EUR 18.99	EUR 0.0	Advertise listing	0	18.99	0	0	100.311729
2018-08-07	amazon.it	MY-WH7622-K0-S	X000R2FOOV	B075FQDVS2	Summer Mae Maglione Autunno Inverno Collo V Profondo Donna	New	11	0	0	0	6	5	0	EUR	11	EUR 18.87	0	EUR 0.0	0	0	0	0	Low traffic	EUR 30.0	EUR 30.0	EUR 30.0	EUR 0.0	Edit listing	6	6.2	0	0	310.469501
